freq_ghz,amp,power_dbm,local_time
2.6,0.4941713361323833,-9.47,2026-03-04 18:12:14.197
2.6,0.5689866029018293,-8.24,2026-03-04 18:12:14.735
2.6,0.655128556859551,-7.02,2026-03-04 18:12:15.275
2.6,0.7543120063354615,-5.79,2026-03-04 18:12:15.812
2.6,0.868511373751352,-4.57,2026-03-04 18:12:16.351
2.6,1.0,-3.36,2026-03-04 18:12:16.887
2.8,0.001,-53.87,2026-03-04 18:12:17.424
2.8,0.0011513953993264,-53.59,2026-03-04 18:12:17.962
2.8,0.0013257113655901,-53.59,2026-03-04 18:12:18.500
2.8,0.0015264179671752,-53.41,2026-03-04 18:12:19.037
2.8,0.0017575106248547,-53.22,2026-03-04 18:12:19.575
2.8,0.0020235896477251,-52.84,2026-03-04 18:12:20.115
2.8,0.0023299518105153,-52.24,2026-03-04 18:12:20.652
2.8,0.0026826957952797,-51.76,2026-03-04 18:12:21.187
2.8,0.0030888435964774,-51.24,2026-03-04 18:12:21.726
2.8,0.0035564803062231,-50.42,2026-03-04 18:12:22.323
2.8,0.0040949150623804,-49.67,2026-03-04 18:12:22.861
2.8,0.0047148663634573,-48.67,2026-03-04 18:12:23.397
2.8,0.0054286754393238,-47.8,2026-03-04 18:12:23.934
2.8,0.0062505519252739,-46.67,2026-03-04 18:12:24.471
2.8,0.0071968567300115,-45.68,2026-03-04 18:12:25.009
2.8,0.0082864277285468,-44.57,2026-03-04 18:12:25.546
2.8,0.0095409547634999,-43.37,2026-03-04 18:12:26.112
2.8,0.0109854114198755,-42.25,2026-03-04 18:12:26.657
2.8,0.0126485521685529,-41.06,2026-03-04 18:12:27.199
2.8,0.0145634847750124,-39.89,2026-03-04 18:12:27.741
2.8,0.01676832936811,-38.66,2026-03-04 18:12:28.290
2.8,0.0193069772888324,-37.46,2026-03-04 18:12:28.840
2.8,0.0222299648252619,-36.21,2026-03-04 18:12:29.382
2.8,0.0255954792269953,-35.04,2026-03-04 18:12:29.927
2.8,0.029470517025518,-33.81,2026-03-04 18:12:30.464
2.8,0.0339322177189532,-32.62,2026-03-04 18:12:31.001
2.8,0.0390693993705461,-31.44,2026-03-04 18:12:31.539
2.8,0.0449843266896944,-30.2,2026-03-04 18:12:32.077
2.8,0.0517947467923121,-28.94,2026-03-04 18:12:32.615
2.8,0.0596362331659464,-27.73,2026-03-04 18:12:33.152
2.8,0.06866488450043,-26.51,2026-03-04 18:12:33.690
2.8,0.0790604321090769,-25.3,2026-03-04 18:12:34.227
2.8,0.0910298177991521,-24.08,2026-03-04 18:12:34.766
2.8,0.1048113134154685,-22.84,2026-03-04 18:12:35.302
2.8,0.1206792640639329,-21.62,2026-03-04 18:12:35.841
2.8,0.1389495494373137,-20.4,2026-03-04 18:12:36.379
2.8,0.1599858719606057,-19.18,2026-03-04 18:12:36.918
2.8,0.1842069969326716,-17.96,2026-03-04 18:12:37.455
2.8,0.212095088792019,-16.73,2026-03-04 18:12:38.004
2.8,0.244205309454865,-15.5,2026-03-04 18:12:38.541
2.8,0.281176869797423,-14.28,2026-03-04 18:12:39.078
2.8,0.3237457542817643,-13.06,2026-03-04 18:12:39.618
2.8,0.3727593720314938,-11.83,2026-03-04 18:12:40.158
2.8,0.4291934260128778,-10.6,2026-03-04 18:12:40.697
2.8,0.4941713361323833,-9.38,2026-03-04 18:12:41.233
2.8,0.5689866029018293,-8.15,2026-03-04 18:12:41.773
2.8,0.655128556859551,-6.93,2026-03-04 18:12:42.326
2.8,0.7543120063354615,-5.7,2026-03-04 18:12:42.872
2.8,0.868511373751352,-4.48,2026-03-04 18:12:43.419
2.8,1.0,-3.26,2026-03-04 18:12:43.972
